<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B'>meta-llama/Meta-Llama-3-70B</a>,🧠,-,N/A,70553706496.0,128256.0,8192.0,✓,✗,(✓),✓,66.35 ± 1.15 / 76.83 ± 0.96,84.06 ± 0.78 / 69.26 ± 1.96,29.93 ± 5.12 / 61.63 ± 3.98,74.61 ± 2.23 / 54.81 ± 3.74,-,62.60 ± 0.90 / 71.86 ± 0.65,61.03 ± 2.65 / 70.18 ± 2.14,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B-Instruct'>meta-llama/Meta-Llama-3-8B-Instruct</a>,📝,-,?,8030261248.0,128256.0,8192.0,✓,✗,(✓),✓,44.88 ± 0.92 / 47.45 ± 0.55,71.52 ± 1.48 / 60.24 ± 1.39,19.44 ± 2.50 / 57.20 ± 2.36,64.49 ± 0.89 / 37.75 ± 1.53,-,37.58 ± 1.29 / 52.98 ± 0.94,35.37 ± 1.70 / 50.85 ± 1.40,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B'>meta-llama/Meta-Llama-3-8B</a>,🧠,-,N/A,8030261248.0,128256.0,8192.0,✓,✗,(✓),✓,43.83 ± 3.51 / 57.48 ± 3.97,55.94 ± 4.55 / 50.77 ± 2.82,18.87 ± 3.19 / 57.38 ± 1.95,70.00 ± 2.33 / 53.44 ± 2.88,-,35.75 ± 0.80 / 51.54 ± 0.59,20.92 ± 2.80 / 39.67 ± 2.43,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,-,?,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,27.84 ± 7.08 / 46.91 ± 6.66,8.34 ± 3.33 / 7.24 ± 2.86,0.00 ± 0.00 / 33.30 ± 0.27,68.84 ± 0.80 / 47.55 ± 0.92,-,10.32 ± 4.00 / 26.68 ± 2.39,35.55 ± 5.52 / 47.59 ± 4.74,15.9.2.dev0,15.10.0,15.10.0,15.10.0,-,15.10.0,15.10.0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,-,N/A,278220290.0,251000.0,512.0,✓,✗,(✓),✓,36.31 ± 9.10 / 54.54 ± 8.71,76.67 ± 1.66 / 69.17 ± 1.02,35.92 ± 4.12 / 66.58 ± 2.49,38.43 ± 2.57 / 26.59 ± 2.02,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/microsoft/phi-2'>microsoft/phi-2</a>,🧠,-,N/A,2779683840.0,51200.0,2048.0,✓,✗,(✓),✓,22.83 ± 5.49 / 39.45 ± 4.53,29.42 ± 6.82 / 26.48 ± 5.44,0.56 ± 1.03 / 46.16 ± 2.63,48.82 ± 1.07 / 35.39 ± 1.18,-,7.00 ± 1.26 / 28.24 ± 0.74,0.59 ± 1.16 / 26.39 ± 0.79,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,-,?,14659507200.0,100352.0,16384.0,✓,✗,(✓),✓,65.10 ± 1.59 / 75.42 ± 1.54,77.05 ± 1.37 / 59.13 ± 2.64,41.68 ± 3.67 / 68.37 ± 3.57,32.95 ± 1.41 / 0.00 ± 0.00,-,65.97 ± 0.98 / 74.44 ± 0.74,67.40 ± 1.05 / 75.18 ± 0.80,15.9.2,15.9.2,15.9.2,15.9.2,-,15.9.2,15.9.2
<a href='https://hf.co/microsoft/xlm-align-base'>microsoft/xlm-align-base</a>,🔍,-,N/A,277455362.0,250002.0,514.0,✓,✗,(✓),✓,42.90 ± 10.07 / 59.88 ± 9.82,85.58 ± 1.06 / 75.45 ± 0.87,-0.45 ± 2.78 / 45.18 ± 3.26,40.75 ± 1.83 / 28.46 ± 1.60,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/microsoft/Phi-4-mini-reasoning'>microsoft/Phi-4-mini-reasoning</a>,🤔,-,?,3836021760.0,200064.0,131072.0,✓,✗,(✓),✓,14.54 ± 5.56 / 34.65 ± 7.08,42.72 ± 1.84 / 29.80 ± 1.79,4.43 ± 1.82 / 45.84 ± 4.60,9.22 ± 0.73 / 0.00 ± 0.00,-,32.58 ± 6.68 / 47.52 ± 5.64,15.64 ± 1.82 / 36.46 ± 1.22,15.9.2,15.9.2,15.9.2,15.9.2,-,15.9.2,15.9.2
<a href='https://hf.co/mistralai/Mistral-Nemo-Instruct-2407'>mistralai/Mistral-Nemo-Instruct-2407</a>,📝,-,?,12247782400.0,131072.0,131072.0,✓,✗,(✓),✓,61.20 ± 1.31 / 72.59 ± 1.66,65.49 ± 2.12 / 49.77 ± 1.69,31.77 ± 2.23 / 60.18 ± 3.63,73.31 ± 0.65 / 56.12 ± 0.64,-,43.58 ± 1.19 / 57.25 ± 0.87,49.90 ± 1.73 / 61.19 ± 1.42,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/mistralai/Mistral-Small-24B-Instruct-2501'>mistralai/Mistral-Small-24B-Instruct-2501</a>,📝,-,?,23572403200.0,131072.0,32768.0,✓,✗,(✓),✓,66.52 ± 1.60 / 77.52 ± 1.11,75.92 ± 0.91 / 50.73 ± 2.42,27.13 ± 1.42 / 50.81 ± 1.04,72.70 ± 0.66 / 52.15 ± 1.04,-,63.49 ± 1.45 / 72.55 ± 1.07,82.73 ± 0.81 / 87.00 ± 0.62,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,-,?,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,1.63 ± 1.72 / 17.18 ± 0.49,67.43 ± 1.60 / 47.35 ± 1.94,1.86 ± 1.90 / 33.70 ± 0.68,0.89 ± 0.03 / 0.00 ± 0.00,-,0.00 ± 0.00 / 23.13 ± 0.57,0.93 ± 1.21 / 26.06 ± 0.73,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,-,?,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,54.90 ± 1.31 / 67.39 ± 1.04,71.84 ± 1.28 / 46.14 ± 1.88,21.45 ± 1.33 / 52.10 ± 0.58,66.19 ± 0.99 / 50.83 ± 0.68,-,73.53 ± 1.22 / 80.16 ± 0.90,40.17 ± 1.01 / 55.02 ± 0.74,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-,0.03,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,60.45 ± 1.53 / 72.28 ± 1.48,54.94 ± 1.89 / 41.90 ± 2.14,30.22 ± 3.43 / 63.14 ± 2.87,71.20 ± 1.16 / 54.47 ± 1.25,-,43.99 ± 0.58 / 57.08 ± 0.42,51.87 ± 1.08 / 63.23 ± 0.89,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-base'>nvidia/mistral-nemo-minitron-8b-base</a>,🧠,-,N/A,8414105600.0,131072.0,8192.0,✓,✗,(✓),✓,53.63 ± 2.81 / 68.43 ± 2.21,59.19 ± 4.57 / 52.30 ± 3.08,13.56 ± 2.78 / 46.99 ± 3.74,71.25 ± 1.65 / 52.93 ± 2.25,-,42.65 ± 1.23 / 56.25 ± 0.93,27.14 ± 4.54 / 42.01 ± 3.77,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-instruct'>nvidia/mistral-nemo-minitron-8b-instruct</a>,📝,-,?,8414105600.0,131072.0,8192.0,✓,✗,(✓),✓,53.63 ± 1.72 / 62.45 ± 2.51,59.23 ± 3.17 / 45.90 ± 2.27,26.75 ± 2.65 / 62.01 ± 1.79,17.82 ± 0.52 / 0.00 ± 0.00,-,0.18 ± 0.85 / 23.14 ± 0.58,0.00 ± 0.00 / 26.00 ± 0.69,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,-,?,?,?,200000.0,✓,✗,✗,✓,71.00 ± 1.95 / 77.37 ± 1.71,64.79 ± 1.53 / 42.45 ± 1.74,23.18 ± 1.82 / 48.17 ± 1.45,71.19 ± 1.27 / 46.67 ± 1.28,-,89.71 ± 1.01 / 92.27 ± 0.79,65.93 ± 1.92 / 74.30 ± 1.44,15.8.1,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,-,15.7.2.dev0,15.8.0
"<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (zero-shot, val)</a>",🤔,-,?,?,?,200000.0,✓,✗,✗,✓,62.13 ± 2.66 / 72.26 ± 2.09,41.45 ± 2.56 / 30.66 ± 1.68,25.51 ± 2.27 / 50.83 ± 1.72,70.17 ± 1.12 / 41.20 ± 1.62,-,74.40 ± 1.89 / 80.55 ± 1.53,51.76 ± 2.86 / 63.55 ± 2.07,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,-,15.7.2.dev0,15.7.2.dev0
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,-,?,?,?,200000.0,✓,✗,✗,✓,70.34 ± 1.74 / 79.44 ± 1.17,70.58 ± 2.08 / 45.39 ± 1.31,25.40 ± 2.33 / 48.71 ± 1.91,69.93 ± 0.84 / 45.99 ± 1.21,-,85.31 ± 1.98 / 88.98 ± 1.51,57.45 ± 2.89 / 67.58 ± 2.30,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,-,15.6.1.dev0,15.6.1.dev0
<a href='https://ollama.com/library/gemma3:12b-it-fp16'>ollama_chat/gemma3:12b-it-fp16 (val)</a>,📝,-,?,12187325040.0,262144.0,128000.0,✓,✗,✗,✓,61.12 ± 1.89 / 72.96 ± 1.38,74.46 ± 2.27 / 56.01 ± 2.36,16.11 ± 4.32 / 53.38 ± 3.66,73.11 ± 1.00 / 53.43 ± 1.30,-,58.99 ± 1.36 / 69.38 ± 1.03,60.01 ± 1.77 / 69.49 ± 1.42,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,-,?,12200000000.0,262144.0,128000.0,✓,✗,✗,✓,60.23 ± 3.36 / 72.21 ± 2.04,74.32 ± 2.15 / 56.75 ± 2.76,17.02 ± 4.73 / 53.07 ± 3.22,72.60 ± 1.14 / 52.44 ± 1.71,-,59.01 ± 2.40 / 69.30 ± 1.83,60.41 ± 2.70 / 69.77 ± 2.23,15.2.0.dev0,15.2.0.dev0,15.3.0.dev0,15.3.0.dev0,-,15.3.0.dev0,15.3.0.dev0
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,-,?,1000000000.0,262144.0,32768.0,✓,✗,✗,✓,39.29 ± 2.34 / 58.96 ± 1.63,42.67 ± 1.83 / 37.34 ± 1.65,7.39 ± 1.66 / 47.99 ± 2.52,50.73 ± 0.42 / 35.25 ± 0.80,-,5.14 ± 1.37 / 27.84 ± 0.91,1.70 ± 1.48 / 26.57 ± 1.00,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,-,?,?,?,?,✓,✗,✗,✓,66.88 ± 1.68 / 77.10 ± 1.45,79.39 ± 1.08 / 61.00 ± 2.61,23.07 ± 2.89 / 57.09 ± 2.65,70.87 ± 0.77 / 50.34 ± 1.46,-,62.64 ± 1.14 / 71.93 ± 0.87,-,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,-
<a href='https://ollama.com/library/gemma3:4b-it-q4_K_M'>ollama_chat/gemma3:4b-it-q4_K_M</a>,📝,-,?,?,?,?,✓,✗,✗,✓,55.85 ± 2.22 / 68.24 ± 2.08,58.67 ± 3.09 / 45.66 ± 1.87,18.03 ± 2.25 / 58.00 ± 1.44,60.83 ± 0.70 / 35.86 ± 1.39,-,30.35 ± 0.79 / 47.26 ± 0.59,20.44 ± 1.48 / 40.14 ± 1.21,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/mistralai/Mixtral-8x7B-Instruct-v0.1'>mistralai/Mixtral-8x7B-Instruct-v0.1</a>,📝,-,?,46702792704.0,32000.0,32768.0,✓,✗,(✓),✓,57.21 ± 1.14 / 66.91 ± 1.30,56.90 ± 3.05 / 43.87 ± 2.51,27.10 ± 1.51 / 57.00 ± 1.93,66.78 ± 0.81 / 40.53 ± 1.86,-,49.14 ± 1.49 / 61.73 ± 1.10,46.41 ± 2.35 / 59.35 ± 1.82,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/mistralai/Mixtral-8x7B-v0.1'>mistralai/Mixtral-8x7B-v0.1</a>,🧠,-,N/A,46702792704.0,32000.0,32768.0,✓,✗,(✓),✓,49.33 ± 1.78 / 61.33 ± 1.99,70.30 ± 2.36 / 58.19 ± 2.00,18.51 ± 4.68 / 55.49 ± 4.88,72.85 ± 2.15 / 56.01 ± 2.32,-,50.16 ± 1.21 / 62.54 ± 0.86,28.24 ± 3.51 / 44.77 ± 2.89,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,-,?,4676271104.0,131072.0,?,✓,✗,(✓),✓,46.13 ± 2.29 / 62.94 ± 1.70,62.25 ± 1.68 / 52.43 ± 1.34,11.40 ± 2.24 / 53.38 ± 1.95,68.58 ± 1.83 / 53.04 ± 1.83,-,34.99 ± 1.55 / 50.90 ± 1.61,40.83 ± 1.18 / 55.20 ± 0.98,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-,N/A,?,128000.0,4096.0,✓,✗,(✓),✓,53.08 ± 1.94 / 68.22 ± 1.29,63.09 ± 1.77 / 52.06 ± 1.72,25.85 ± 3.41 / 60.24 ± 3.00,71.77 ± 4.00 / 55.21 ± 2.97,-,43.98 ± 1.19 / 57.74 ± 0.93,35.81 ± 1.40 / 49.73 ± 1.18,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/neuralmagic/Sparse-Llama-3.1-8B-2of4'>neuralmagic/Sparse-Llama-3.1-8B-2of4</a>,🧠,-,N/A,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,31.70 ± 2.14 / 42.35 ± 2.81,49.91 ± 2.87 / 46.21 ± 1.95,10.64 ± 2.46 / 47.56 ± 3.77,69.88 ± 1.14 / 53.35 ± 1.23,-,29.09 ± 0.98 / 45.93 ± 0.67,24.57 ± 3.71 / 41.33 ± 2.81,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/nickprock/multi-sentence-BERTino'>nickprock/multi-sentence-BERTino</a>,🔍,-,N/A,67576320.0,32102.0,512.0,✓,✗,(✓),✗,57.37 ± 2.17 / 71.26 ± 1.47,81.62 ± 0.79 / 70.56 ± 0.81,7.13 ± 5.11 / 52.24 ± 3.33,23.95 ± 1.29 / 15.77 ± 0.94,-,-,-,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0,-,-,-
<a href='https://hf.co/norallm/normistral-11b-warm'>norallm/normistral-11b-warm</a>,🧠,-,N/A,11429893120.0,51200.0,1024000.0,✓,✗,(✓),✗,44.16 ± 2.07 / 52.92 ± 3.00,56.67 ± 3.22 / 44.46 ± 2.93,4.31 ± 1.86 / 44.19 ± 3.34,62.10 ± 1.27 / 45.75 ± 2.15,-,10.63 ± 1.05 / 32.39 ± 0.85,3.29 ± 1.20 / 27.92 ± 0.78,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/nvidia/Mistral-NeMo-Minitron-8B-Base'>nvidia/Mistral-NeMo-Minitron-8B-Base</a>,🧠,-,N/A,8414105600.0,131072.0,8192.0,✓,✗,(✓),✓,53.58 ± 2.78 / 68.40 ± 2.19,59.18 ± 4.50 / 52.25 ± 3.04,13.55 ± 2.67 / 46.93 ± 3.73,71.28 ± 1.65 / 52.97 ± 2.26,-,42.62 ± 1.20 / 56.23 ± 0.91,27.15 ± 4.51 / 42.02 ± 3.75,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-,0.13,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,60.53 ± 0.76 / 72.62 ± 0.77,69.28 ± 1.37 / 51.01 ± 2.32,53.70 ± 1.79 / 75.64 ± 1.31,71.47 ± 2.83 / 54.76 ± 2.08,-,55.04 ± 1.20 / 66.15 ± 0.90,55.42 ± 1.59 / 66.37 ± 1.23,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,-,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/nvidia/Llama-3.1-Nemotron-70B-Instruct-HF'>nvidia/Llama-3.1-Nemotron-70B-Instruct-HF</a>,📝,-,?,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,48.91 ± 0.59 / 49.34 ± 0.32,75.62 ± 1.71 / 35.78 ± 1.61,20.38 ± 1.59 / 54.59 ± 0.89,69.74 ± 0.91 / 44.29 ± 1.88,-,69.34 ± 0.84 / 76.99 ± 0.63,72.94 ± 1.06 / 79.44 ± 0.85,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1</a>,📝,-,?,7241732096.0,32000.0,4096.0,✓,✗,(✓),✓,50.71 ± 1.58 / 66.15 ± 1.26,54.09 ± 2.34 / 39.54 ± 1.66,15.42 ± 1.33 / 55.77 ± 1.49,64.44 ± 1.44 / 47.09 ± 1.08,-,21.76 ± 0.92 / 40.00 ± 0.74,16.03 ± 1.18 / 35.68 ± 1.23,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/01-ai/Yi-1.5-34B'>01-ai/Yi-1.5-34B</a>,🧠,-,N/A,34388917248.0,64000.0,4096.0,✓,✗,(✓),✗,41.89 ± 3.52 / 47.98 ± 4.05,64.92 ± 2.46 / 56.68 ± 2.11,20.22 ± 2.80 / 50.98 ± 4.86,74.69 ± 1.99 / 57.60 ± 2.46,-,50.01 ± 1.23 / 62.49 ± 0.91,64.34 ± 0.82 / 73.21 ± 0.60,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,-,15.8.2.dev0,15.8.2.dev0
<a href='https://hf.co/PleIAs/Pleias-Nano'>PleIAs/Pleias-Nano</a>,🧠,-,N/A,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,22.16 ± 5.74 / 39.71 ± 5.92,13.80 ± 6.74 / 17.18 ± 6.41,-0.03 ± 1.77 / 38.47 ± 1.86,36.44 ± 2.74 / 24.18 ± 2.74,-,-0.06 ± 1.19 / 24.49 ± 0.77,0.12 ± 0.93 / 25.75 ± 0.56,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/PleIAs/Pleias-Pico'>PleIAs/Pleias-Pico</a>,🧠,-,N/A,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,5.91 ± 4.97 / 25.49 ± 4.69,27.00 ± 4.79 / 26.27 ± 4.40,1.81 ± 1.92 / 42.82 ± 3.94,17.73 ± 1.47 / 10.96 ± 1.57,-,-0.53 ± 0.89 / 23.96 ± 0.82,0.20 ± 1.61 / 24.73 ± 1.13,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/Qwen/QwQ-32B'>Qwen/QwQ-32B</a>,🤔,-,?,32763876352.0,152064.0,40960.0,✓,✗,(✓),✓,64.66 ± 1.70 / 73.15 ± 1.57,82.70 ± 0.64 / 65.92 ± 1.30,26.68 ± 0.95 / 50.27 ± 0.63,71.20 ± 0.77 / 53.20 ± 0.84,-,80.61 ± 1.08 / 85.46 ± 0.81,72.17 ± 0.81 / 79.05 ± 0.60,15.8.1,15.8.1,15.8.1,15.8.1,-,15.8.1,15.8.1
<a href='https://hf.co/Qwen/Qwen1.5-0.5B-Chat'>Qwen/Qwen1.5-0.5B-Chat</a>,📝,-,?,619570176.0,151936.0,32768.0,✗,✗,(✓),✓,0.55 ± 0.72 / 16.64 ± 0.34,31.82 ± 2.67 / 31.77 ± 2.37,0.00 ± 0.00 / 33.36 ± 0.27,40.64 ± 0.52 / 28.75 ± 1.11,-,0.56 ± 0.68 / 26.27 ± 0.61,0.82 ± 0.75 / 25.56 ± 0.84,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/Qwen/Qwen1.5-0.5B'>Qwen/Qwen1.5-0.5B</a>,📝,-,?,619570176.0,151936.0,32768.0,✓,✗,(✓),✓,-0.25 ± 1.74 / 22.51 ± 1.67,23.89 ± 2.21 / 21.73 ± 1.98,0.69 ± 1.91 / 40.32 ± 4.35,9.44 ± 0.22 / 0.03 ± 0.02,-,0.53 ± 0.92 / 23.36 ± 0.63,0.46 ± 0.91 / 25.98 ± 1.16,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/Qwen/Qwen1.5-14B-Chat'>Qwen/Qwen1.5-14B-Chat</a>,📝,-,?,14167290880.0,152064.0,32768.0,✗,✗,(✓),✓,42.55 ± 0.95 / 45.62 ± 0.71,52.77 ± 1.95 / 38.02 ± 2.83,28.34 ± 2.59 / 63.15 ± 1.55,68.79 ± 0.39 / 48.09 ± 1.14,-,42.32 ± 0.99 / 56.67 ± 0.76,50.35 ± 0.85 / 62.59 ± 0.68,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,-,0.01,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,54.07 ± 1.98 / 67.58 ± 1.81,44.16 ± 1.33 / 31.67 ± 1.08,5.32 ± 1.78 / 36.61 ± 2.05,65.55 ± 0.95 / 48.92 ± 0.97,-,30.41 ± 0.80 / 47.68 ± 0.55,35.28 ± 0.94 / 51.34 ± 0.71,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/Qwen/Qwen2.5-Math-1.5B'>Qwen/Qwen2.5-Math-1.5B</a>,📝,-,?,1543714304.0,151936.0,4096.0,✓,✗,(✓),✓,0.00 ± 0.00 / 16.92 ± 0.39,28.17 ± 4.33 / 26.93 ± 2.76,5.26 ± 1.08 / 46.53 ± 3.15,10.58 ± 1.14 / 0.01 ± 0.02,-,9.72 ± 0.84 / 31.92 ± 0.79,2.69 ± 1.22 / 26.34 ± 0.91,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/Qwen/Qwen1.5-14B'>Qwen/Qwen1.5-14B</a>,📝,-,?,14167290880.0,152064.0,32768.0,✓,✗,(✓),✓,40.44 ± 0.88 / 44.26 ± 0.65,39.24 ± 1.62 / 25.27 ± 1.30,26.57 ± 2.07 / 62.56 ± 0.98,15.60 ± 0.67 / 0.00 ± 0.00,-,43.02 ± 0.80 / 57.08 ± 0.62,33.17 ± 2.39 / 48.20 ± 1.93,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/Qwen/Qwen2.5-Math-7B'>Qwen/Qwen2.5-Math-7B</a>,📝,-,?,7615616512.0,152064.0,4096.0,✓,✗,(✓),✓,36.88 ± 2.29 / 42.63 ± 1.37,42.55 ± 2.42 / 38.56 ± 1.75,9.98 ± 2.39 / 45.78 ± 2.82,45.73 ± 7.30 / 28.47 ± 7.70,-,30.05 ± 1.13 / 46.74 ± 0.95,11.33 ± 1.98 / 31.51 ± 2.02,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
