<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,,
Model,Type,Rank,Parameters,Vocabulary,Context,Commercial,Merge,Open,Trained from scratch,Danish,Norwegian,Swedish
<a href='https://hf.co/google/gemma-2-27b'>google/gemma-2-27b</a>,🧠,-,27227128320.0,256000.0,8192.0,✓,✗,(✓),✓,-,1.96,-
<a href='https://hf.co/google/gemma-2-2b-it'>google/gemma-2-2b-it</a>,📝,-,2614341888.0,256000.0,8192.0,✓,✗,(✓),✓,-,2.63,-
<a href='https://hf.co/google/gemma-2-2b'>google/gemma-2-2b</a>,🧠,-,2614341888.0,256000.0,8192.0,✓,✗,(✓),✓,-,3.18,-
<a href='https://hf.co/google/gemma-2-9b-it'>google/gemma-2-9b-it</a>,📝,-,9241705984.0,256000.0,8192.0,✓,✗,(✓),✓,-,1.90,-
<a href='https://hf.co/google/gemma-2-9b'>google/gemma-2-9b</a>,🧠,-,9241705984.0,256000.0,8192.0,✓,✗,(✓),✓,-,1.93,-
<a href='https://hf.co/google/gemma-2b-it'>google/gemma-2b-it</a>,📝,-,2506172416.0,256000.0,8192.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/google/gemma-2b'>google/gemma-2b</a>,🧠,-,2506172416.0,256000.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it (zero-shot)</a>,📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,1.63,-
<a href='https://hf.co/birgermoell/Munin-NeuralBeagle-NorskGPT'>birgermoell/Munin-NeuralBeagle-NorskGPT (val)</a>,🧠,-,7241732096.0,32000.0,32768.0,✗,✓,(✓),✗,-,-,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#no-thinking (zero-shot, val)</a>",📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,2.00,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot)</a>,📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,-,3.32,-
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B</a>,🤔,-,1777088000.0,151936.0,131072.0,✓,✗,(✓),✓,-,4.19,-
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-14B</a>,🤔,-,14770033664.0,152064.0,131072.0,✓,✗,(✓),✓,-,3.06,-
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,-,32763876352.0,152064.0,131072.0,✓,✗,(✓),✓,-,2.52,-
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,-,7615616512.0,152064.0,131072.0,✓,✗,(✓),✓,-,3.31,-
<a href='https://hf.co/emillykkejensen/Llama-3-8B-instruct-dansk'>emillykkejensen/Llama-3-8B-instruct-dansk</a>,📝,-,?,128256.0,8192.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/zai-org/GLM-4.7-FP8'>zai-org/GLM-4.7-FP8 (val)</a>,🤔,-,358458391872.0,151552.0,202752.0,✓,✗,✗,✓,1.25,-,-
<a href='https://hf.co/emillykkejensen/Llama-3-8B-instruct-dansk'>emillykkejensen/Llama-3-8B-instruct-dansk (val)</a>,📝,-,?,128256.0,8192.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/emillykkejensen/Llama-3-8B-instruct-dansk'>emillykkejensen/Llama-3-8B-instruct-dansk (zero-shot, val)</a>",📝,-,?,128256.0,8192.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,-,140248512.0,128256.0,4096.0,✗,✗,(✓),✓,-,4.32,-
<a href='https://hf.co/facebook/MobileLLM-R1-140M'>facebook/MobileLLM-R1-140M</a>,🤔,-,140248512.0,128256.0,32768.0,✗,✗,(✓),✓,-,4.54,-
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,-,359431168.0,128256.0,4096.0,✗,✗,(✓),✓,-,4.20,-
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,-,359431168.0,128256.0,32768.0,✗,✗,(✓),✓,-,4.56,-
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,-,949685760.0,128256.0,4096.0,✗,✗,(✓),✓,-,3.71,-
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,-,949685760.0,128256.0,32768.0,✗,✗,(✓),✓,-,4.26,-
fresh-electra-small,🔍,-,13738755.0,32000.0,128.0,✓,✗,✗,✓,-,-,-
fresh-xlm-roberta-base,🔍,-,278885778.0,250002.0,512.0,✓,✗,✗,✓,-,-,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-002'>gemini/gemini-1.5-flash-002 (zero-shot, val)</a>",📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,1.96,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-8b-001'>gemini/gemini-1.5-flash-8b-001 (zero-shot, val)</a>",📝,-,8000000000.0,256128.0,1048576.0,✓,✗,✗,✓,-,2.37,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-pro-002'>gemini/gemini-1.5-pro-002 (zero-shot, val)</a>",📝,-,?,256128.0,2097152.0,✓,✗,✗,✓,-,1.78,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-001'>gemini/gemini-2.0-flash-001 (zero-shot, val)</a>",📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,1.90,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-lite-001'>gemini/gemini-2.0-flash-lite-001 (zero-shot, val)</a>",📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,2.02,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking</a>,📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (val)</a>,📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://hf.co/birgermoell/Flashback-Bellman'>birgermoell/Flashback-Bellman (val)</a>,🧠,-,7241732096.0,32000.0,32768.0,✗,✓,(✓),✗,-,-,-
<a href='https://hf.co/birgermoell/BeagleCatMunin-Flashback-Bellman'>birgermoell/BeagleCatMunin-Flashback-Bellman (val)</a>,🧠,-,7241732096.0,32000.0,32768.0,✗,✓,(✓),✗,-,-,-
"<a href='https://hf.co/bineric/lynx-instruct-30b'>bineric/lynx-instruct-30b#no-thinking (zero-shot, val)</a>",📝,-,30532122624.0,151936.0,262144.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (zero-shot, val)</a>",📝,-,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B</a>,📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (zero-shot)</a>,📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (zero-shot, val)</a>",📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/ai-forever/mGPT'>ai-forever/mGPT</a>,🧠,-,?,100000.0,1024.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/ai21labs/Jamba-v0.1'>ai21labs/Jamba-v0.1</a>,🧠,-,51570323328.0,65536.0,262144.0,✓,✗,(✓),✗,-,2.38,-
"<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-dialog-k2-da (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,2.66,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-dialog-k2-da (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-dialog-k2-da</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
"<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-dialog-k2-da (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,2.70,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-dialog-k2-da (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-dialog-k2-da</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
"<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-filtered-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-filtered-dialog-k2-da (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,2.52,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-filtered-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-filtered-dialog-k2-da (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-filtered-dialog-k2-da'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-and-filtered-dialog-k2-da</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
"<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-two-epochs'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-two-epochs (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-two-epochs'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-two-epochs (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen-two-epochs'>alexandrainst/Meta-Llama-3.1-8B-laerebogen-two-epochs</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen'>alexandrainst/Meta-Llama-3.1-8B-laerebogen (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/alexandrainst/Meta-Llama-3.1-8B-laerebogen'>alexandrainst/Meta-Llama-3.1-8B-laerebogen</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-DPO'>allenai/Llama-3.1-Tulu-3-8B-DPO</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (zero-shot)</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (val)</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (zero-shot)</a>,📝,-,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (zero-shot, val)</a>",📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B</a>,📝,-,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (zero-shot)</a>,📝,-,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (zero-shot, val)</a>",📝,-,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-Base'>Qwen/Qwen3.5-35B-A3B-Base</a>,🤔,-,35951817904.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-Base'>Qwen/Qwen3.5-35B-A3B-Base (zero-shot)</a>,🤔,-,35951817904.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-
"<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-Base'>Qwen/Qwen3.5-35B-A3B-Base (zero-shot, val)</a>",🤔,-,35951817904.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-FP8'>Qwen/Qwen3.5-35B-A3B-FP8 (val)</a>,🤔,-,34453061632.0,248044.0,8192.0,✓,✗,(✓),✓,1.47,-,-
<a href='https://hf.co/RJuro/kanelsnegl-v0.1'>RJuro/kanelsnegl-v0.1</a>,📝,-,7241732096.0,32000.0,512.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/RJuro/munin-neuralbeagle-7b'>RJuro/munin-neuralbeagle-7b (val)</a>,🧠,-,7241732096.0,32000.0,32768.0,✗,✓,(✓),✗,-,-,-
<a href='https://hf.co/RJuro/munin-neuralbeagle-SkoleGPTOpenOrca-7b'>RJuro/munin-neuralbeagle-SkoleGPTOpenOrca-7b (val)</a>,📝,-,7241748480.0,32002.0,32768.0,✗,✓,(✓),✗,-,-,-
<a href='https://hf.co/RekaAI/reka-flash-3.1'>RekaAI/reka-flash-3.1</a>,🤔,-,20905482240.0,100352.0,98304.0,✓,✗,(✓),✗,-,1.91,-
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,-,20905482240.0,100352.0,32768.0,✓,✗,(✓),✗,-,1.83,-
<a href='https://hf.co/RuterNorway/Llama-2-13b-chat-norwegian'>RuterNorway/Llama-2-13b-chat-norwegian</a>,🧠,-,13015866880.0,32000.0,4096.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/RuterNorway/Llama-2-7b-chat-norwegian'>RuterNorway/Llama-2-7b-chat-norwegian</a>,📝,-,?,32000.0,4096.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,-,134516160.0,49154.0,8192.0,✓,✗,(✓),✗,-,4.33,-
<a href='https://hf.co/THUDM/GLM-4.1V-9B-Thinking'>THUDM/GLM-4.1V-9B-Thinking</a>,🤔,-,10292777472.0,151552.0,65536.0,✓,✗,(✓),✗,-,2.41,-
<a href='https://hf.co/ThatsGroes/gemma-2-27b-it-FP8-Dynamic'>ThatsGroes/gemma-2-27b-it-FP8-Dynamic</a>,📝,-,28410968576.0,256000.0,8192.0,✓,✗,(✓),✗,-,1.69,-
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,-,30677882880.0,131072.0,65536.0,✓,✗,✗,✓,-,2.60,-
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_1t-tokens_llama'>TrustLLMeu/baseline-7-8b_1t-tokens_llama</a>,🧠,-,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,-,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/TurkuNLP/finnish-modernbert-base'>TurkuNLP/finnish-modernbert-base</a>,🔍,-,143404800.0,42240.0,16000.0,✓,✗,(✓),✗,-,3.43,-
<a href='https://hf.co/TurkuNLP/finnish-modernbert-large-seq-len-1024-117300-annealed'>TurkuNLP/finnish-modernbert-large-seq-len-1024-117300-annealed</a>,🔍,-,401260864.0,55616.0,1024.0,✓,✗,(✓),✗,-,2.90,-
<a href='https://hf.co/TurkuNLP/finnish-modernbert-large'>TurkuNLP/finnish-modernbert-large</a>,🔍,-,401260864.0,55616.0,16000.0,✓,✗,(✓),✗,-,2.86,-
<a href='https://hf.co/TurkuNLP/finnish-modernbert-tiny'>TurkuNLP/finnish-modernbert-tiny</a>,🔍,-,51647616.0,27264.0,16000.0,✓,✗,(✓),✗,-,3.58,-
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B</a>,📝,-,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (zero-shot, val)</a>",📝,-,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it (zero-shot, val)</a>",📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B'>allenai/Llama-3.1-Tulu-3-8B</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct (zero-shot)</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (zero-shot, val)</a>",🤔,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (zero-shot)</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (val)</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (zero-shot, val)</a>",📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (zero-shot)</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (val)</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (zero-shot, val)</a>",📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini</a>,🤔,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,2.04,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (zero-shot)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (val)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (zero-shot, val)</a>",📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (zero-shot)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (val)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (zero-shot, val)</a>",📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (zero-shot)</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (val)</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (zero-shot, val)</a>",📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (zero-shot)</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (val)</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (zero-shot, val)</a>",📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/bineric/NorskGPT-Mistral-7b'>bineric/NorskGPT-Mistral-7b</a>,📝,-,7241732096.0,32000.0,32768.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/bineric/lynx-instruct-30b'>bineric/lynx-instruct-30b#no-thinking (zero-shot)</a>,📝,-,30532122624.0,151936.0,262144.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/bineric/lynx-instruct-30b'>bineric/lynx-instruct-30b#no-thinking (val)</a>,📝,-,30532122624.0,151936.0,262144.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (zero-shot)</a>,🤔,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3.1-8B'>allenai/Llama-3.1-Tulu-3.1-8B</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,1.83,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct (val)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct (val)</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct (zero-shot, val)</a>",📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/OLMo-2-0325-32B'>allenai/OLMo-2-0325-32B</a>,🧠,-,32234279936.0,100352.0,4096.0,✓,✗,(✓),✓,-,2.00,-
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,-,13716198400.0,100352.0,4096.0,✓,✗,(✓),✓,-,2.43,-
<a href='https://hf.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B</a>,🧠,-,13716198400.0,100352.0,4096.0,✓,✗,(✓),✓,-,2.62,-
<a href='https://hf.co/allenai/OLMo-2-1124-7B-Instruct'>allenai/OLMo-2-1124-7B-Instruct</a>,📝,-,7298617344.0,100352.0,4096.0,✓,✗,(✓),✓,-,2.73,-
<a href='https://hf.co/allenai/OLMo-2-1124-7B'>allenai/OLMo-2-1124-7B</a>,🧠,-,7298617344.0,100352.0,4096.0,✓,✗,(✓),✓,-,2.96,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO (zero-shot)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO (val)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO (zero-shot, val)</a>",📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT (zero-shot)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT (val)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT (zero-shot, val)</a>",📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-
