<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://hf.co/emillykkejensen/Llama-3-8B-instruct-dansk'>emillykkejensen/Llama-3-8B-instruct-dansk (zero-shot, val)</a>",📝,-,?,128256.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/emillykkejensen/Llama-3-8B-instruct-dansk'>emillykkejensen/Llama-3-8B-instruct-dansk (val)</a>,📝,-,?,128256.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/emillykkejensen/Llama-3-8B-instruct-dansk'>emillykkejensen/Llama-3-8B-instruct-dansk (zero-shot)</a>,📝,-,?,128256.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/emillykkejensen/Llama-3-8B-instruct-dansk'>emillykkejensen/Llama-3-8B-instruct-dansk</a>,📝,-,?,128256.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B (zero-shot, val)</a>",📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B (val)</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B (zero-shot)</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (zero-shot)</a>,📝,-,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B (zero-shot, val)</a>",📝,-,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001</a>,🤔,-,?,?,200000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#thinking (val)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (zero-shot, val)</a>",📝,-,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (zero-shot)</a>,📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (zero-shot)</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct (zero-shot, val)</a>",📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO (zero-shot)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO (val)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO (zero-shot, val)</a>",📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct (zero-shot, val)</a>",📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct (val)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct (zero-shot)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (val)</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT (zero-shot)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT (val)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT (zero-shot)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT (val)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO (zero-shot, val)</a>",📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO (val)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO (zero-shot)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT (zero-shot, val)</a>",📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct (zero-shot)</a>,📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT (zero-shot, val)</a>",📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (zero-shot, val)</a>",📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct (val)</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (zero-shot)</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (zero-shot, val)</a>",📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (val)</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (zero-shot)</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (zero-shot, val)</a>",📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (zero-shot, val)</a>",📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (val)</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (zero-shot)</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (zero-shot, val)</a>",📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (val)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (zero-shot)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (zero-shot)</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (zero-shot, val)</a>",📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (val)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (zero-shot)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (val)</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (zero-shot, val)</a>",📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct (zero-shot)</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (zero-shot, val)</a>",📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (val)</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B</a>,📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking (val)</a>,📝,-,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking (zero-shot)</a>,📝,-,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot)</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct (val)</a>,📝,-,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (val)</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot)</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct (zero-shot, val)</a>",📝,-,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (val)</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (val)</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot)</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct (zero-shot)</a>,📝,-,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct (val)</a>,📝,-,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct (zero-shot, val)</a>",📝,-,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (zero-shot, val)</a>",📝,-,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (zero-shot)</a>,📝,-,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it</a>,📝,-,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking (zero-shot)</a>,📝,-,751632384.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (zero-shot, val)</a>",📝,-,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14</a>,📝,-,?,?,1047576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct (zero-shot)</a>,📝,-,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct (zero-shot)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct (val)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct (zero-shot, val)</a>",📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (zero-shot, val)</a>",📝,-,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (val)</a>,📝,-,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (zero-shot)</a>,📝,-,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct (zero-shot, val)</a>",📝,-,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny (val)</a>,📝,-,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny (zero-shot)</a>,📝,-,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking (zero-shot)</a>,📝,-,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small (zero-shot, val)</a>",📝,-,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small (val)</a>,📝,-,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small (zero-shot)</a>,📝,-,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking (val)</a>,📝,-,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro (zero-shot, val)</a>",📝,-,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro (val)</a>,📝,-,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro (zero-shot)</a>,📝,-,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking (zero-shot, val)</a>",📝,-,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (zero-shot)</a>,📝,-,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it</a>,📝,-,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking (val)</a>,📝,-,751632384.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking (zero-shot, val)</a>",📝,-,751632384.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot, val)</a>",📝,-,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (val)</a>,📝,-,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot)</a>,📝,-,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507 (val)</a>,📝,-,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it (zero-shot, val)</a>",📝,-,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it (val)</a>,📝,-,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it (zero-shot)</a>,📝,-,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507 (zero-shot, val)</a>",📝,-,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it (zero-shot, val)</a>",📝,-,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it (val)</a>,📝,-,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it (zero-shot)</a>,📝,-,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking (zero-shot)</a>,📝,-,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking (val)</a>,📝,-,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it (zero-shot, val)</a>",📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it (val)</a>,📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it (zero-shot)</a>,📝,-,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking (zero-shot, val)</a>",📝,-,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview (val)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview (zero-shot)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507 (zero-shot)</a>,📝,-,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
